"","X","Unit","Date","ID","Year","Month","Individual","INJ","TA","takeover.date","time.since.takeover","Sex","DOB","Age","AgeCat","T.State.Date","T.State","I.State.Date","I.State","to_yn","next.takeover","time.to.takeover"
"145"," 136","A","2013-04-01","AIW","2013"," 4","Aiwa",0,"FALSE","3/1/13","  4.428571","FALSE","2003-11-03"," 9.403557","A","9/25/11","Lactating","3/9/13","Cycling","Y","2015-04-01",104.285714285714
"146"," 139","A","2013-05-01","AIW","2013"," 5","Aiwa",0,"FALSE","3/1/13","  8.714286","FALSE","2003-11-03"," 9.485636","A","9/25/11","Lactating","3/9/13","Cycling","Y","2015-04-01",100
"147"," 141","A","2013-06-01","AIW","2013"," 6","Aiwa",0,"FALSE","3/1/13"," 13.142857","FALSE","2003-11-03"," 9.570451","A","9/25/11","Lactating","3/9/13","Cycling","N","2015-04-01",95.5714285714286
"148"," 145","A","2013-07-01","AIW","2013"," 7","Aiwa",0,"FALSE","3/1/13"," 17.428571","FALSE","2003-11-03"," 9.652531","A","9/25/11","Lactating","3/9/13","Cycling","N","2015-04-01",91.2857142857143
"149"," 149","A","2013-08-01","AIW","2013"," 8","Aiwa",0,"FALSE","3/1/13"," 21.857143","FALSE","2003-11-03"," 9.737346","A","9/25/11","Lactating","3/9/13","Cycling","N","2015-04-01",86.8571428571429
"150"," 154","A","2013-09-01","AIW","2013"," 9","Aiwa",0,"FALSE","3/1/13"," 26.285714","FALSE","2003-11-03"," 9.822161","A","9/25/11","Lactating","8/28/13","Pregnant","N","2015-04-01",82.4285714285714
"151"," 159","A","2013-10-01","AIW","2013","10","Aiwa",0,"FALSE","3/1/13"," 30.571429","FALSE","2003-11-03"," 9.904241","A","9/25/11","Lactating","8/28/13","Pregnant","N","2015-04-01",78.1428571428571
"152"," 164","A","2013-11-01","AIW","2013","11","Aiwa",0,"FALSE","3/1/13"," 35.000000","FALSE","2003-11-03"," 9.989056","A","9/25/11","Lactating","8/28/13","Pregnant","N","2015-04-01",73.7142857142857
"153"," 165","A","2013-12-01","AIW","2013","12","Aiwa",0,"FALSE","3/1/13"," 39.285714","FALSE","2003-11-03","10.071135","A","9/25/11","Lactating","8/28/13","Pregnant","N","2015-04-01",69.4285714285714
"154"," 172","A","2014-02-01","AIW","2014"," 2","Aiwa",0,"FALSE","3/1/13"," 48.142857","FALSE","2003-11-03","10.240766","A","9/25/11","Lactating","8/28/13","Pregnant","N","2015-04-01",60.5714285714286
"155"," 173","A","2014-03-01","AIW","2014"," 3","Aiwa",0,"FALSE","3/1/13"," 52.142857","FALSE","2003-11-03","10.317373","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",56.5714285714286
"156"," 179","A","2014-04-01","AIW","2014"," 4","Aiwa",0,"FALSE","3/1/13"," 56.571429","FALSE","2003-11-03","10.402189","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",52.1428571428571
"157"," 182","A","2014-05-01","AIW","2014"," 5","Aiwa",0,"FALSE","3/1/13"," 60.857143","FALSE","2003-11-03","10.484268","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",47.8571428571429
"158"," 186","A","2014-06-01","AIW","2014"," 6","Aiwa",0,"FALSE","3/1/13"," 65.285714","FALSE","2003-11-03","10.569083","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",43.4285714285714
"159"," 192","A","2014-07-01","AIW","2014"," 7","Aiwa",0,"FALSE","3/1/13"," 69.571429","FALSE","2003-11-03","10.651163","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",39.1428571428571
"160"," 198","A","2014-08-01","AIW","2014"," 8","Aiwa",0,"FALSE","3/1/13"," 74.000000","FALSE","2003-11-03","10.735978","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",34.7142857142857
"161"," 201","A","2014-09-01","AIW","2014"," 9","Aiwa",0,"FALSE","3/1/13"," 78.428571","FALSE","2003-11-03","10.820793","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",30.2857142857143
"162"," 209","A","2014-10-01","AIW","2014","10","Aiwa",0,"FALSE","3/1/13"," 82.714286","FALSE","2003-11-03","10.902873","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",26
"163"," 210","A","2014-11-01","AIW","2014","11","Aiwa",0,"FALSE","3/1/13"," 87.142857","FALSE","2003-11-03","10.987688","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",21.5714285714286
"164"," 217","A","2014-12-01","AIW","2014","12","Aiwa",0,"FALSE","3/1/13"," 91.428571","FALSE","2003-11-03","11.069767","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",17.2857142857143
"165"," 221","A","2015-02-01","AIW","2015"," 2","Aiwa",0,"FALSE","3/1/13","100.285714","FALSE","2003-11-03","11.239398","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",8.42857142857143
"166"," 225","A","2015-03-01","AIW","2015"," 3","Aiwa",0,"FALSE","3/1/13","104.285714","FALSE","2003-11-03","11.316005","A","9/25/11","Lactating","2/26/14","Lactating","N","2015-04-01",4.42857142857143
"167"," 230","A","2015-04-01","AIW","2015"," 4","Aiwa",0,"FALSE","4/1/15","  0.000000","FALSE","2003-11-03","11.400821","A","2/26/14","Lactating","2/26/14","Lactating","Y","2016-04-01",52.2857142857143
"168"," 238","A","2015-05-01","AIW","2015"," 5","Aiwa",0,"FALSE","4/1/15","  4.285714","FALSE","2003-11-03","11.482900","A","2/26/14","Lactating","4/20/15","Cycling","Y","2016-04-01",48
"169"," 241","A","2015-06-01","AIW","2015"," 6","Aiwa",0,"FALSE","4/1/15","  8.714286","FALSE","2003-11-03","11.567715","A","2/26/14","Lactating","5/30/15","Pregnant","Y","2016-04-01",43.5714285714286
"170"," 248","A","2015-07-01","AIW","2015"," 7","Aiwa",0,"FALSE","4/1/15"," 13.000000","FALSE","2003-11-03","11.649795","A","2/26/14","Lactating","5/30/15","Pregnant","Y","2016-04-01",39.2857142857143
"171"," 252","A","2015-09-01","AIW","2015"," 9","Aiwa",0,"FALSE","4/1/15"," 21.857143","FALSE","2003-11-03","11.819425","A","2/26/14","Lactating","5/30/15","Pregnant","N","2016-04-01",30.4285714285714
"172"," 256","A","2015-10-01","AIW","2015","10","Aiwa",0,"FALSE","4/1/15"," 26.142857","FALSE","2003-11-03","11.901505","A","2/26/14","Lactating","5/30/15","Pregnant","N","2016-04-01",26.1428571428571
"173"," 262","A","2015-11-01","AIW","2015","11","Aiwa",0,"FALSE","4/1/15"," 30.571429","FALSE","2003-11-03","11.986320","A","2/26/14","Lactating","5/30/15","Pregnant","N","2016-04-01",21.7142857142857
"174"," 268","A","2016-03-01","AIW","2016"," 3","Aiwa",0,"FALSE","4/1/15"," 47.857143","FALSE","2003-11-03","12.317373","A","2/26/14","Lactating","11/26/15","Lactating","N","2016-04-01",4.42857142857143
"175"," 271","A","2016-04-01","AIW","2016"," 4","Aiwa",0,"FALSE","4/1/16","  0.000000","FALSE","2003-11-03","12.402189","A","11/26/15","Lactating","11/26/15","Lactating","Y",NA,NA
"176"," 282","A","2016-05-01","AIW","2016"," 5","Aiwa",0,"FALSE","4/1/16","  4.285714","FALSE","2003-11-03","12.484268","A","11/26/15","Lactating","11/26/15","Lactating","Y",NA,NA
"177"," 287","A","2016-06-01","AIW","2016"," 6","Aiwa",0,"FALSE","4/1/16","  8.714286","FALSE","2003-11-03","12.569083","A","11/26/15","Lactating","5/1/16","Cycling","Y",NA,NA
"178"," 294","A","2016-07-01","AIW","2016"," 7","Aiwa",0,"FALSE","4/1/16"," 13.000000","FALSE","2003-11-03","12.651163","A","11/26/15","Lactating","5/1/16","Cycling","Y",NA,NA
"179"," 313","A","2017-05-01","AIW","2017"," 5","Aiwa",0,"FALSE","4/1/16"," 56.428571","FALSE","2003-11-03","13.482900","A","11/26/15","Lactating","3/15/17","Lactating","N",NA,NA
"180"," 318","A","2017-08-01","AIW","2017"," 8","Aiwa",0,"FALSE","4/1/16"," 69.571429","FALSE","2003-11-03","13.734610","A","11/26/15","Lactating","3/15/17","Lactating","N",NA,NA
"181"," 324","A","2017-09-01","AIW","2017"," 9","Aiwa",0,"FALSE","4/1/16"," 74.000000","FALSE","2003-11-03","13.819425","A","11/26/15","Lactating","3/15/17","Lactating","N",NA,NA
"182","   3","A","2009-05-01","ALE","2009"," 5","Alexandra",0,"FALSE","4/1/09","  4.285714","FALSE","2004-05-30"," 4.916553","A",NA,NA,"4/30/09","Cycling","Y","2013-03-01",200
"183","   8","A","2009-06-01","ALE","2009"," 6","Alexandra",0,"FALSE","4/1/09","  8.714286","FALSE","2004-05-30"," 5.001368","A",NA,NA,"4/30/09","Cycling","Y","2013-03-01",195.571428571429
"184","  11","A","2009-07-01","ALE","2009"," 7","Alexandra",0,"FALSE","4/1/09"," 13.000000","FALSE","2004-05-30"," 5.083447","A",NA,NA,"4/30/09","Cycling","Y","2013-03-01",191.285714285714
"185","  14","A","2009-08-01","ALE","2009"," 8","Alexandra",0,"FALSE","4/1/09"," 17.428571","FALSE","2004-05-30"," 5.168263","A",NA,NA,"4/30/09","Cycling","N","2013-03-01",186.857142857143
"186","  18","A","2009-09-01","ALE","2009"," 9","Alexandra",0,"FALSE","4/1/09"," 21.857143","FALSE","2004-05-30"," 5.253078","A",NA,NA,"4/30/09","Cycling","N","2013-03-01",182.428571428571
"187","  23","A","2009-10-01","ALE","2009","10","Alexandra",0,"FALSE","4/1/09"," 26.142857","FALSE","2004-05-30"," 5.335157","A",NA,NA,"4/30/09","Cycling","N","2013-03-01",178.142857142857
"188","  25","A","2009-11-01","ALE","2009","11","Alexandra",0,"FALSE","4/1/09"," 30.571429","FALSE","2004-05-30"," 5.419973","A",NA,NA,"4/30/09","Cycling","N","2013-03-01",173.714285714286
"189","  32","A","2009-12-01","ALE","2009","12","Alexandra",0,"FALSE","4/1/09"," 34.857143","FALSE","2004-05-30"," 5.502052","A",NA,NA,"4/30/09","Cycling","N","2013-03-01",169.428571428571
"190","  36","A","2010-02-01","ALE","2010"," 2","Alexandra",0,"FALSE","4/1/09"," 43.714286","FALSE","2004-05-30"," 5.671683","A",NA,NA,"4/30/09","Cycling","N","2013-03-01",160.571428571429
"191","  37","A","2010-04-01","ALE","2010"," 4","Alexandra",0,"FALSE","4/1/09"," 52.142857","FALSE","2004-05-30"," 5.833105","A",NA,NA,"3/6/10","Pregnant","N","2013-03-01",152.142857142857
"192","  43","A","2010-05-01","ALE","2010"," 5","Alexandra",0,"FALSE","4/1/09"," 56.428571","FALSE","2004-05-30"," 5.915185","A",NA,NA,"3/6/10","Pregnant","N","2013-03-01",147.857142857143
"193","  45","A","2010-06-01","ALE","2010"," 6","Alexandra",0,"FALSE","4/1/09"," 60.857143","FALSE","2004-05-30"," 6.000000","A",NA,NA,"3/6/10","Pregnant","N","2013-03-01",143.428571428571
"194","  50","A","2010-07-01","ALE","2010"," 7","Alexandra",0,"FALSE","4/1/09"," 65.142857","FALSE","2004-05-30"," 6.082079","A",NA,NA,"3/6/10","Pregnant","N","2013-03-01",139.142857142857
"195","  53","A","2010-09-01","ALE","2010"," 9","Alexandra",0,"FALSE","4/1/09"," 74.000000","FALSE","2004-05-30"," 6.251710","A",NA,NA,"3/6/10","Pregnant","N","2013-03-01",130.285714285714
"196","  58","A","2010-10-01","ALE","2010","10","Alexandra",0,"FALSE","4/1/09"," 78.285714","FALSE","2004-05-30"," 6.333789","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",126
"197","  62","A","2010-11-01","ALE","2010","11","Alexandra",0,"FALSE","4/1/09"," 82.714286","FALSE","2004-05-30"," 6.418605","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",121.571428571429
"198","  64","A","2010-12-01","ALE","2010","12","Alexandra",0,"FALSE","4/1/09"," 87.000000","FALSE","2004-05-30"," 6.500684","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",117.285714285714
"199","  66","A","2011-03-01","ALE","2011"," 3","Alexandra",0,"FALSE","4/1/09"," 99.857143","FALSE","2004-05-30"," 6.746922","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",104.428571428571
"200","  69","A","2011-04-01","ALE","2011"," 4","Alexandra",0,"FALSE","4/1/09","104.285714","FALSE","2004-05-30"," 6.831737","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",100
"201","  73","A","2011-07-01","ALE","2011"," 7","Alexandra",0,"FALSE","4/1/09","117.285714","FALSE","2004-05-30"," 7.080711","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",87
"202","  75","A","2011-09-01","ALE","2011"," 9","Alexandra",0,"FALSE","4/1/09","126.142857","FALSE","2004-05-30"," 7.250342","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",78.1428571428571
"203","  78","A","2011-10-01","ALE","2011","10","Alexandra",0,"FALSE","4/1/09","130.428571","FALSE","2004-05-30"," 7.332421","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",73.8571428571429
"204","  83","A","2011-11-01","ALE","2011","11","Alexandra",0,"FALSE","4/1/09","134.857143","FALSE","2004-05-30"," 7.417237","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",69.4285714285714
"205","  84","A","2011-12-01","ALE","2011","12","Alexandra",0,"FALSE","4/1/09","139.142857","FALSE","2004-05-30"," 7.499316","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",65.1428571428571
"206","  89","A","2012-01-01","ALE","2012"," 1","Alexandra",0,"FALSE","4/1/09","143.571429","FALSE","2004-05-30"," 7.584131","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",60.7142857142857
"207","  90","A","2012-04-01","ALE","2012"," 4","Alexandra",0,"FALSE","4/1/09","156.571429","FALSE","2004-05-30"," 7.833105","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",47.7142857142857
"208","  94","A","2012-05-01","ALE","2012"," 5","Alexandra",0,"FALSE","4/1/09","160.857143","FALSE","2004-05-30"," 7.915185","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",43.4285714285714
"209","  96","A","2012-06-01","ALE","2012"," 6","Alexandra",0,"FALSE","4/1/09","165.285714","FALSE","2004-05-30"," 8.000000","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",39
"210"," 101","A","2012-07-01","ALE","2012"," 7","Alexandra",0,"FALSE","4/1/09","169.571429","FALSE","2004-05-30"," 8.082079","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",34.7142857142857
"211"," 104","A","2012-08-01","ALE","2012"," 8","Alexandra",0,"FALSE","4/1/09","174.000000","FALSE","2004-05-30"," 8.166895","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",30.2857142857143
"212"," 106","A","2012-09-01","ALE","2012"," 9","Alexandra",0,"FALSE","4/1/09","178.428571","FALSE","2004-05-30"," 8.251710","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",25.8571428571429
"213"," 108","A","2012-10-01","ALE","2012","10","Alexandra",0,"FALSE","4/1/09","182.714286","FALSE","2004-05-30"," 8.333789","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",21.5714285714286
"214"," 112","A","2012-11-01","ALE","2012","11","Alexandra",0,"FALSE","4/1/09","187.142857","FALSE","2004-05-30"," 8.418605","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",17.1428571428571
"215"," 116","A","2012-12-01","ALE","2012","12","Alexandra",0,"FALSE","4/1/09","191.428571","FALSE","2004-05-30"," 8.500684","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",12.8571428571429
"216"," 123","A","2013-01-01","ALE","2013"," 1","Alexandra",0,"FALSE","4/1/09","195.857143","FALSE","2004-05-30"," 8.585499","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",8.42857142857143
"217"," 124","A","2013-02-01","ALE","2013"," 2","Alexandra",0,"FALSE","4/1/09","200.285714","FALSE","2004-05-30"," 8.670315","A",NA,NA,"9/5/10","Lactating","N","2013-03-01",4
"219"," 135","A","2013-04-01","ALE","2013"," 4","Alexandra",0,"FALSE","3/1/13","  4.428571","FALSE","2004-05-30"," 8.831737","A","2/8/13","Cycling","3/30/13","Pregnant","Y","2015-04-01",104.285714285714
"220"," 137","A","2013-05-01","ALE","2013"," 5","Alexandra",0,"FALSE","3/1/13","  8.714286","FALSE","2004-05-30"," 8.913817","A","2/8/13","Cycling","3/30/13","Pregnant","Y","2015-04-01",100
"221"," 142","A","2013-06-01","ALE","2013"," 6","Alexandra",0,"FALSE","3/1/13"," 13.142857","FALSE","2004-05-30"," 8.998632","A","2/8/13","Cycling","3/30/13","Pregnant","N","2015-04-01",95.5714285714286
"222"," 146","A","2013-07-01","ALE","2013"," 7","Alexandra",0,"FALSE","3/1/13"," 17.428571","FALSE","2004-05-30"," 9.080711","A","2/8/13","Cycling","3/30/13","Pregnant","N","2015-04-01",91.2857142857143
"223"," 150","A","2013-08-01","ALE","2013"," 8","Alexandra",0,"FALSE","3/1/13"," 21.857143","FALSE","2004-05-30"," 9.165527","A","2/8/13","Cycling","3/30/13","Pregnant","N","2015-04-01",86.8571428571429
"224"," 153","A","2013-09-01","ALE","2013"," 9","Alexandra",0,"FALSE","3/1/13"," 26.285714","FALSE","2004-05-30"," 9.250342","A","2/8/13","Cycling","3/30/13","Pregnant","N","2015-04-01",82.4285714285714
"225"," 157","A","2013-10-01","ALE","2013","10","Alexandra",0,"FALSE","3/1/13"," 30.571429","FALSE","2004-05-30"," 9.332421","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",78.1428571428571
"226"," 163","A","2013-11-01","ALE","2013","11","Alexandra",0,"FALSE","3/1/13"," 35.000000","FALSE","2004-05-30"," 9.417237","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",73.7142857142857
"227"," 166","A","2013-12-01","ALE","2013","12","Alexandra",0,"FALSE","3/1/13"," 39.285714","FALSE","2004-05-30"," 9.499316","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",69.4285714285714
"228"," 171","A","2014-02-01","ALE","2014"," 2","Alexandra",0,"FALSE","3/1/13"," 48.142857","FALSE","2004-05-30"," 9.668947","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",60.5714285714286
"229"," 176","A","2014-03-01","ALE","2014"," 3","Alexandra",0,"FALSE","3/1/13"," 52.142857","FALSE","2004-05-30"," 9.745554","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",56.5714285714286
"230"," 180","A","2014-04-01","ALE","2014"," 4","Alexandra",0,"FALSE","3/1/13"," 56.571429","FALSE","2004-05-30"," 9.830369","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",52.1428571428571
"231"," 181","A","2014-05-01","ALE","2014"," 5","Alexandra",0,"FALSE","3/1/13"," 60.857143","FALSE","2004-05-30"," 9.912449","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",47.8571428571429
"232"," 188","A","2014-06-01","ALE","2014"," 6","Alexandra",0,"FALSE","3/1/13"," 65.285714","FALSE","2004-05-30"," 9.997264","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",43.4285714285714
"233"," 191","A","2014-07-01","ALE","2014"," 7","Alexandra",0,"FALSE","3/1/13"," 69.571429","FALSE","2004-05-30","10.079343","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",39.1428571428571
"234"," 196","A","2014-08-01","ALE","2014"," 8","Alexandra",0,"FALSE","3/1/13"," 74.000000","FALSE","2004-05-30","10.164159","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",34.7142857142857
"235"," 202","A","2014-09-01","ALE","2014"," 9","Alexandra",0,"FALSE","3/1/13"," 78.428571","FALSE","2004-05-30","10.248974","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",30.2857142857143
"236"," 207","A","2014-10-01","ALE","2014","10","Alexandra",0,"FALSE","3/1/13"," 82.714286","FALSE","2004-05-30","10.331053","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",26
"237"," 213","A","2014-11-01","ALE","2014","11","Alexandra",0,"FALSE","3/1/13"," 87.142857","FALSE","2004-05-30","10.415869","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",21.5714285714286
"238"," 215","A","2014-12-01","ALE","2014","12","Alexandra",0,"FALSE","3/1/13"," 91.428571","FALSE","2004-05-30","10.497948","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",17.2857142857143
"239"," 222","A","2015-02-01","ALE","2015"," 2","Alexandra",0,"FALSE","3/1/13","100.285714","FALSE","2004-05-30","10.667579","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",8.42857142857143
"240"," 228","A","2015-03-01","ALE","2015"," 3","Alexandra",0,"FALSE","3/1/13","104.285714","FALSE","2004-05-30","10.744186","A","2/8/13","Cycling","9/29/13","Lactating","N","2015-04-01",4.42857142857143
"241"," 232","A","2015-04-01","ALE","2015"," 4","Alexandra",0,"FALSE","4/1/15","  0.000000","FALSE","2004-05-30","10.829001","A","9/29/13","Lactating","9/29/13","Lactating","Y","2016-04-01",52.2857142857143
"242"," 235","A","2015-05-01","ALE","2015"," 5","Alexandra",0,"FALSE","4/1/15","  4.285714","FALSE","2004-05-30","10.911081","A","9/29/13","Lactating","4/20/15","Cycling","Y","2016-04-01",48
"243"," 242","A","2015-06-01","ALE","2015"," 6","Alexandra",0,"FALSE","4/1/15","  8.714286","FALSE","2004-05-30","10.995896","A","9/29/13","Lactating","4/20/15","Cycling","Y","2016-04-01",43.5714285714286
"244"," 245","A","2015-07-01","ALE","2015"," 7","Alexandra",0,"FALSE","4/1/15"," 13.000000","FALSE","2004-05-30","11.077975","A","9/29/13","Lactating","4/20/15","Cycling","Y","2016-04-01",39.2857142857143
"245"," 251","A","2015-09-01","ALE","2015"," 9","Alexandra",0,"FALSE","4/1/15"," 21.857143","FALSE","2004-05-30","11.247606","A","9/29/13","Lactating","7/29/15","Pregnant","N","2016-04-01",30.4285714285714
"246"," 259","A","2015-10-01","ALE","2015","10","Alexandra",0,"FALSE","4/1/15"," 26.142857","FALSE","2004-05-30","11.329685","A","9/29/13","Lactating","7/29/15","Pregnant","N","2016-04-01",26.1428571428571
"247"," 260","A","2015-11-01","ALE","2015","11","Alexandra",0,"FALSE","4/1/15"," 30.571429","FALSE","2004-05-30","11.414501","A","9/29/13","Lactating","7/29/15","Pregnant","N","2016-04-01",21.7142857142857
"248"," 266","A","2016-03-01","ALE","2016"," 3","Alexandra",0,"FALSE","4/1/15"," 47.857143","FALSE","2004-05-30","11.745554","A","9/29/13","Lactating","1/25/16","Lactating","N","2016-04-01",4.42857142857143
"249"," 276","A","2016-04-01","ALE","2016"," 4","Alexandra",0,"FALSE","4/1/16","  0.000000","FALSE","2004-05-30","11.830369","A","1/25/16","Lactating","1/25/16","Lactating","Y",NA,NA
"250"," 281","A","2016-05-01","ALE","2016"," 5","Alexandra",0,"FALSE","4/1/16","  4.285714","FALSE","2004-05-30","11.912449","A","1/25/16","Lactating","1/25/16","Lactating","Y",NA,NA
